 a 	c
http://de.dbpedia.org/resource/Ronald_D._Laing 	"118568779"@de
http://de.dbpedia.org/resource/Anastasio_Somoza_Debayle 	"118797980"@de
http://de.dbpedia.org/resource/Johann_Valentin_Andreae 	"118502883"@de
http://de.dbpedia.org/resource/Ludolph_van_Ceulen 	"117692506"@de
http://de.dbpedia.org/resource/Wolf_Rüdiger_Heß 	"122791150"@de
http://de.dbpedia.org/resource/Kiev_Stingl 	"134531442"@de
http://de.dbpedia.org/resource/Sixtus_IV. 	"118797476"@de
http://de.dbpedia.org/resource/Josef_Wirmer 	"11881818X"@de
http://de.dbpedia.org/resource/Paul_II. 	"11923212X"@de
http://de.dbpedia.org/resource/Ralf_König 	"119411970"@de
http://de.dbpedia.org/resource/Wolfgang_Petersen 	"118874292"@de
http://de.dbpedia.org/resource/Hermann_Broch 	"118515551"@de
http://de.dbpedia.org/resource/Pierre_Baillot 	"116040505"@de
http://de.dbpedia.org/resource/Bing_Crosby 	"118677411"@de
http://de.dbpedia.org/resource/Heinrich_I._(England) 	"118773739"@de
http://de.dbpedia.org/resource/Werner_Steinberg 	"118818244"@de
http://de.dbpedia.org/resource/Henning_von_Tresckow 	"118623834"@de
http://de.dbpedia.org/resource/James_Prescott_Joule 	"118776436"@de
http://de.dbpedia.org/resource/Gustave_Le_Bon 	"116850094"@de
http://de.dbpedia.org/resource/Konrad_Deubler 	"119347091"@de
http://de.dbpedia.org/resource/Winfried_Böhm 	"11948305X"@de
http://de.dbpedia.org/resource/Humberto_Maturana 	"118976834"@de
http://de.dbpedia.org/resource/Georges-Eugène_Haussmann 	"118773453"@de
http://de.dbpedia.org/resource/Anna_Freud 	"118535307"@de
http://de.dbpedia.org/resource/Jakob_Arcadelt 	"119501716"@de
http://de.dbpedia.org/resource/Adolph_Herseth 	"133169707"@de
http://de.dbpedia.org/resource/Abdülhamid_II. 	"118646435"@de
http://de.dbpedia.org/resource/Albert_II._(Monaco) 	"132814412"@de
http://de.dbpedia.org/resource/Emil_Lenz 	"116911344"@de
http://de.dbpedia.org/resource/Dietrich_Dörner 	"12086603X"@de
http://de.dbpedia.org/resource/Johan_Picardt 	"120478455"@de
http://de.dbpedia.org/resource/Charles_Wheatstone 	"11733362X"@de
http://de.dbpedia.org/resource/Wilhelm_Leuschner 	"118572245"@de
http://de.dbpedia.org/resource/Otto_Muehl 	"118584715"@de
http://de.dbpedia.org/resource/John_Cleese 	"11911609X"@de
http://de.dbpedia.org/resource/Jacques_Rogge 	"132568292"@de
http://de.dbpedia.org/resource/Oleg_Konstantinowitsch_Antonow 	"119524244"@de
http://de.dbpedia.org/resource/Kalixt_III._(Papst) 	"118518429"@de
http://de.dbpedia.org/resource/Armin_Meiwes 	"133432009"@de
http://de.dbpedia.org/resource/Gérard_Desargues 	"118671545"@de
http://de.dbpedia.org/resource/Jules_Antoine_Lissajous 	"11767611X"@de
http://de.dbpedia.org/resource/Günter_Brus 	"118516329"@de
http://de.dbpedia.org/resource/Georg_von_Frundsberg 	"118536524"@de
http://de.dbpedia.org/resource/Jean-Pierre_Raffarin 	"124413528"@de
http://de.dbpedia.org/resource/Édouard_Balladur 	"118927183"@de
http://de.dbpedia.org/resource/Alain_Juppé 	"119175096"@de
http://de.dbpedia.org/resource/Pierre_Bérégovoy 	"119175150"@de
http://de.dbpedia.org/resource/Édith_Cresson 	"119231891"@de
http://de.dbpedia.org/resource/Sieben_Weise_von_Griechenland 	"118613928"@de
http://de.dbpedia.org/resource/Gerhard_Augst 	"13138290X"@de
http://de.dbpedia.org/resource/Friedemann_Schulz_von_Thun 	"119303396"@de
http://de.dbpedia.org/resource/Janet_Frame 	"118684388"@de
http://de.dbpedia.org/resource/Balduin_Möllhausen 	"118784412"@de
http://de.dbpedia.org/resource/Mahalia_Jackson 	"118556266"@de
http://de.dbpedia.org/resource/William_Edward_Boeing 	"131997106"@de
http://de.dbpedia.org/resource/Johann_Gottfried_Borlach 	"121874346"@de
http://de.dbpedia.org/resource/Wolf-Dietrich_Berg 	"128723289"@de
http://de.dbpedia.org/resource/H?_Chí_Minh 	"11855168X"@de
http://de.dbpedia.org/resource/Luitzen_Egbertus_Jan_Brouwer 	"118988131"@de
http://de.dbpedia.org/resource/Klaus_Naumann 	"13268053X"@de
http://de.dbpedia.org/resource/Tischbein_(Künstlerfamilie) 	"12361712X"@de
http://de.dbpedia.org/resource/Wolfgang_Schneiderhan_(General) 	"1012707237"@de
http://de.dbpedia.org/resource/Adolph_Bermpohl_(Navigationslehrer) 	"120769816"@de
http://de.dbpedia.org/resource/Maximilian_von_Spee 	"119283891"@de
http://de.dbpedia.org/resource/Patrick_Rambaud 	"12194364X"@de
http://de.dbpedia.org/resource/Alfred_von_Tirpitz 	"118622870"@de
http://de.dbpedia.org/resource/Simone_Weil 	"118630148"@de
http://de.dbpedia.org/resource/Mary_Donaldson 	"130296309"@de
http://de.dbpedia.org/resource/James_Brown 	"119125102"@de
http://de.dbpedia.org/resource/Gerd_von_Rundstedt 	"118939327"@de
http://de.dbpedia.org/resource/Josep_Carreras 	"118859560"@de
http://de.dbpedia.org/resource/Luciano_Pavarotti 	"118592270"@de
http://de.dbpedia.org/resource/Ken_Wilber 	"122904737"@de
http://de.dbpedia.org/resource/Rabindranath_Thakur 	"118620517"@de
http://de.dbpedia.org/resource/Lou_Andreas-Salomé 	"118502921"@de
http://de.dbpedia.org/resource/Alois_Mock 	"118734318"@de
http://de.dbpedia.org/resource/Bartolomé_de_Las_Casas 	"118726625"@de
http://de.dbpedia.org/resource/Julius_Evola 	"119395835"@de
http://de.dbpedia.org/resource/Pierre_Gustave_Toutant_Beauregard 	"119445158"@de
http://de.dbpedia.org/resource/Joseph_E._Johnston 	"118861417"@de
http://de.dbpedia.org/resource/Kai_Winding 	"13417237X"@de
http://de.dbpedia.org/resource/Geiserich 	"118690167"@de
http://de.dbpedia.org/resource/Herrmann_Julius_Meyer 	"117559423"@de
http://de.dbpedia.org/resource/Dolf_Sternberger 	"118617931"@de
http://de.dbpedia.org/resource/Sieglinde_Wagner 	"128544805"@de
http://de.dbpedia.org/resource/Ernst_Eduard_Kummer 	"118725335"@de
http://de.dbpedia.org/resource/Howard_Hathaway_Aiken 	"121366367"@de
http://de.dbpedia.org/resource/Antonin_Artaud 	"118504495"@de
http://de.dbpedia.org/resource/Vincenzo_Bellini 	"118655191"@de
http://de.dbpedia.org/resource/August_Wilhelm_Iffland 	"118555324"@de
http://de.dbpedia.org/resource/Henri_Edmond_Cross 	"121532895"@de
http://de.dbpedia.org/resource/Sarah_Kane 	"121936422"@de
http://de.dbpedia.org/resource/Ferdinand_Schichau 	"117621765"@de
http://de.dbpedia.org/resource/Ralph_Waldo_Emerson 	"118530127"@de
http://de.dbpedia.org/resource/Nofretete 	"11858846X"@de
http://de.dbpedia.org/resource/Micheline_Calmy-Rey 	"132107597"@de
http://de.dbpedia.org/resource/Uschi_Glas 	"12878749X"@de
http://de.dbpedia.org/resource/Glikl_bas_Judah_Leib 	"118539876"@de
http://de.dbpedia.org/resource/Rainier_III._(Monaco) 	"118921053"@de
http://de.dbpedia.org/resource/Heinrich_George 	"118690507"@de
http://de.dbpedia.org/resource/Eva_von_Tiele-Winckler 	"118622587"@de
http://de.dbpedia.org/resource/Marie_de_Gournay 	"118964968"@de
http://de.dbpedia.org/resource/William_T._Sherman 	"11889269X"@de
http://de.dbpedia.org/resource/Gottfried_Keller_(Komponist) 	"134624823"@de
http://de.dbpedia.org/resource/Lida_Gustava_Heymann 	"118704524"@de
http://de.dbpedia.org/resource/Dorothy_Crowfoot_Hodgkin 	"120166259"@de
http://de.dbpedia.org/resource/Wilhelm_von_Lenz 	"104235012"@de
http://de.dbpedia.org/resource/Friedrich_Kuhlau 	"118567837"@de
http://de.dbpedia.org/resource/Jacques_Fromental_Halévy 	"118832433"@de
http://de.dbpedia.org/resource/Heinrich_Hofmann_(Komponist) 	"116951346"@de
http://de.dbpedia.org/resource/Alan_J._Perlis 	"172317894"@de
http://de.dbpedia.org/resource/Clemens_V. 	"118723529"@de
http://de.dbpedia.org/resource/Nelly_Furtado 	"135207541"@de
http://de.dbpedia.org/resource/Rudolf_Kjellén 	"129531375"@de
http://de.dbpedia.org/resource/Kurt_Weinhold 	"118815113"@de
http://de.dbpedia.org/resource/Abraham_de_Moivre 	"117586765"@de
http://de.dbpedia.org/resource/Maurice_V._Wilkes 	"115666591"@de
http://de.dbpedia.org/resource/Melvil_Dewey 	"119435152"@de
http://de.dbpedia.org/resource/Dominikus_Böhm 	"118660632"@de
http://de.dbpedia.org/resource/O._W._Fischer 	"118533452"@de
http://de.dbpedia.org/resource/Bayard_Taylor 	"118756311"@de
http://de.dbpedia.org/resource/Wangari_Maathai 	"129735078"@de
http://de.dbpedia.org/resource/Richard_Hamming 	"131671863"@de
http://de.dbpedia.org/resource/Zora_Neale_Hurston 	"11904949X"@de
http://de.dbpedia.org/resource/Heiner_Brand 	"131369970"@de
http://de.dbpedia.org/resource/Johanna_Kirchner 	"118723162"@de
http://de.dbpedia.org/resource/Glenn_Close 	"134904435"@de
http://de.dbpedia.org/resource/Gaston_Maurice_Julia 	"117713686"@de
http://de.dbpedia.org/resource/Arnold_Janssen 	"118557017"@de
http://de.dbpedia.org/resource/Walter_Dexel 	"118678124"@de
http://de.dbpedia.org/resource/Max_Nettlau 	"118587110"@de
http://de.dbpedia.org/resource/Augustus_De_Morgan 	"119057972"@de
http://de.dbpedia.org/resource/Bernhard_Thiersch 	"117338893"@de
http://de.dbpedia.org/resource/Fritz_Selbmann 	"118612999"@de
http://de.dbpedia.org/resource/Erich_Selbmann 	"132444437"@de
http://de.dbpedia.org/resource/Alfons_Schilling 	"119024330"@de
http://de.dbpedia.org/resource/Matthäus_Alber 	"119511975"@de
http://de.dbpedia.org/resource/René_Felber 	"128919213"@de
http://de.dbpedia.org/resource/Joseph_Süß_Oppenheimer 	"118757733"@de
http://de.dbpedia.org/resource/Ernst_Nobs 	"118786350"@de
http://de.dbpedia.org/resource/Venantius_Fortunatus 	"118767933"@de
http://de.dbpedia.org/resource/Friedrich_Silcher 	"118614339"@de
http://de.dbpedia.org/resource/Georg_Wilhelm_Richmann 	"13833403X"@de
http://de.dbpedia.org/resource/Giuseppe_Motta 	"116941839"@de
http://de.dbpedia.org/resource/Max_Weber_(Politiker) 	"118765922"@de
http://de.dbpedia.org/resource/Albert_Meyer_(FDP) 	"119066386"@de
http://de.dbpedia.org/resource/Robert_Haab 	"137755066"@de
http://de.dbpedia.org/resource/Ludwig_Forrer 	"13600346X"@de
http://de.dbpedia.org/resource/Jakob_Dubs 	"116231696"@de
http://de.dbpedia.org/resource/Arnold_Koller 	"120733617"@de
http://de.dbpedia.org/resource/Kurt_Furgler 	"118694324"@de
http://de.dbpedia.org/resource/Franz_Stock 	"11861830X"@de
http://de.dbpedia.org/resource/Thomas_Holenstein 	"1017100047"@de
http://de.dbpedia.org/resource/Emil_Welti 	"117278793"@de
http://de.dbpedia.org/resource/Philipp_Jeningen 	"118712012"@de
http://de.dbpedia.org/resource/Steve_Martin 	"123029295"@de
http://de.dbpedia.org/resource/Flavio_Cotti 	"119075555"@de
http://de.dbpedia.org/resource/Hans_Hürlimann 	"118554425"@de
http://de.dbpedia.org/resource/Zenta_Maurina 	"118579266"@de
http://de.dbpedia.org/resource/Euagrios_Pontikos 	"118682504"@de
http://de.dbpedia.org/resource/Stéphanie_von_Monaco 	"118873717"@de
http://de.dbpedia.org/resource/Aurangzeb 	"118651161"@de
http://de.dbpedia.org/resource/Randolf_Kronberg 	"130280453"@de
http://de.dbpedia.org/resource/Alan_Bullock 	"118184490"@de
http://de.dbpedia.org/resource/Koloman_(Heiliger) 	"119118408"@de
http://de.dbpedia.org/resource/Heinz_Risse 	"118745417"@de
http://de.dbpedia.org/resource/Jean-Marie_Musy 	"119314541"@de
http://de.dbpedia.org/resource/Peter_F._Hamilton 	"121269981"@de
http://de.dbpedia.org/resource/Arthur_Hoffmann_(Schweiz) 	"124376363"@de
http://de.dbpedia.org/resource/Leonard_Nimoy 	"119357607"@de
http://de.dbpedia.org/resource/Gustave_Ador 	"119485141"@de
http://de.dbpedia.org/resource/Bonifatius_II. 	"100938167"@de
http://de.dbpedia.org/resource/Andreas_Papandreou 	"119250543"@de
http://de.dbpedia.org/resource/Emil_Frey 	"11883505X"@de
http://de.dbpedia.org/resource/Bernhard_Hammer 	"117494100"@de
http://de.dbpedia.org/resource/Giovanni_Battista_Pioda 	"123907411"@de
http://de.dbpedia.org/resource/Stefano_Franscini 	"120152495"@de
http://de.dbpedia.org/resource/Peter_Falk 	"132870207"@de
http://de.dbpedia.org/resource/David_Trimble 	"122611276"@de
http://de.dbpedia.org/resource/Leon_Battista_Alberti 	"11850147X"@de
http://de.dbpedia.org/resource/Gao_Xingjian 	"118845497"@de
http://de.dbpedia.org/resource/Karel_Svoboda 	"132599988"@de
http://de.dbpedia.org/resource/Frank_Gerhardt 	"13256128X"@de
http://de.dbpedia.org/resource/Wolfgang_Haas 	"119008734"@de
http://de.dbpedia.org/resource/Claude_Lévi-Strauss 	"118572385"@de
http://de.dbpedia.org/resource/Carl_Schurz 	"118611720"@de
http://de.dbpedia.org/resource/Nikolaus_I._(Russland) 	"118588079"@de
http://de.dbpedia.org/resource/José_Raúl_Capablanca 	"118518925"@de
http://de.dbpedia.org/resource/Linda_Evans 	"138049734"@de
http://de.dbpedia.org/resource/Karl_Ludwig_Sand 	"11875114X"@de
http://de.dbpedia.org/resource/Donald_Tusk 	"122488547"@de
http://de.dbpedia.org/resource/Johannes_Wüsten 	"118771396"@de
http://de.dbpedia.org/resource/Dino_Segre 	"119493888"@de
http://de.dbpedia.org/resource/Joan_Collins 	"11881883X"@de
http://de.dbpedia.org/resource/Jenna_Jameson 	"131444948"@de
http://de.dbpedia.org/resource/Gregor_XI. 	"11871869X"@de
http://de.dbpedia.org/resource/Antonio_Lotti 	"117227498"@de
http://de.dbpedia.org/resource/Roger_Vitrac 	"118627244"@de
http://de.dbpedia.org/resource/Giovanni_Battista_Amici 	"118847570"@de
http://de.dbpedia.org/resource/Jürgen_Schneider_(Bauunternehmer) 	"119306263"@de
http://de.dbpedia.org/resource/Herbert_Czaja 	"11936171X"@de
http://de.dbpedia.org/resource/Leonard_Peltier 	"12168945X"@de
http://de.dbpedia.org/resource/Helmut_Dietl 	"119429055"@de
http://de.dbpedia.org/resource/Juana_Inés_de_la_Cruz 	"118811223"@de
http://de.dbpedia.org/resource/Geoffrey_Chaucer 	"118520245"@de
http://de.dbpedia.org/resource/Heinz_Musculus 	"131033743"@de
http://de.dbpedia.org/resource/Charlotte_von_Kirschbaum 	"118821954"@de
http://de.dbpedia.org/resource/Carl_Overweg 	"133997731"@de
http://de.dbpedia.org/resource/Antonio_Rolla 	"13461660X"@de
http://de.dbpedia.org/resource/Nadeschda_Konstantinowna_Krupskaja 	"118724827"@de
http://de.dbpedia.org/resource/Hermann_Löns 	"118573853"@de
http://de.dbpedia.org/resource/Johann_Friedrich_Reichardt 	"118599100"@de
http://de.dbpedia.org/resource/Franz_Ries 	"117732400"@de
http://de.dbpedia.org/resource/Hubert_Ries 	"116544570"@de
http://de.dbpedia.org/resource/Ignatius_Moussa_I._Daoud 	"133946002"@de
http://de.dbpedia.org/resource/Ferdinand_Ries 	"118600966"@de
http://de.dbpedia.org/resource/Alessandro_Rolla 	"119327937"@de
http://de.dbpedia.org/resource/Till_Eulenspiegel 	"118531360"@de
http://de.dbpedia.org/resource/Karl_XI._(Schweden) 	"119160978"@de
http://de.dbpedia.org/resource/Ignaz_Josef_Pleyel 	"118792555"@de
http://de.dbpedia.org/resource/Ham_(Bibel) 	"120339994"@de
http://de.dbpedia.org/resource/Ludwig_Bechstein 	"118654292"@de
http://de.dbpedia.org/resource/Jacob_Denner 	"121491463"@de
http://de.dbpedia.org/resource/Marc_Bolan 	"11915627X"@de
http://de.dbpedia.org/resource/Irenäus_Eibl-Eibesfeldt 	"118688286"@de
http://de.dbpedia.org/resource/Giovanni_Pacini 	"116014660"@de
http://de.dbpedia.org/resource/Giovanni_Paisiello 	"119010097"@de
http://de.dbpedia.org/resource/Willy_Millowitsch 	"118845535"@de
http://de.dbpedia.org/resource/Marcello_Mastroianni 	"118731653"@de
http://de.dbpedia.org/resource/Erwin_Strittmatter 	"118619322"@de
http://de.dbpedia.org/resource/Edgar_Reitz 	"118930397"@de
http://de.dbpedia.org/resource/Michail_Wassiljewitsch_Pletnjow 	"129390283"@de
http://de.dbpedia.org/resource/August-Wilhelm_Scheer 	"119016710"@de
http://de.dbpedia.org/resource/Poul_Anderson 	"120591472"@de
http://de.dbpedia.org/resource/Harald_Blauzahn 	"119127326"@de
http://de.dbpedia.org/resource/Jura_Soyfer 	"118822896"@de
http://de.dbpedia.org/resource/Claus_Hinrich_Casdorff 	"128746149"@de
http://de.dbpedia.org/resource/Jakob_Böhme 	"118512579"@de
http://de.dbpedia.org/resource/Anselm_Feuerbach 	"118532731"@de
http://de.dbpedia.org/resource/Joseph_Anselm_Feuerbach 	"100132170"@de
http://de.dbpedia.org/resource/Friedrich_Feuerbach 	"120377330"@de
http://de.dbpedia.org/resource/Eduard_August_Feuerbach 	"116483172"@de
http://de.dbpedia.org/resource/Mata_Hari 	"118578774"@de
http://de.dbpedia.org/resource/Karl_Wilhelm_Feuerbach 	"116483407"@de
http://de.dbpedia.org/resource/Baltasar_Gracián 	"118696874"@de
http://de.dbpedia.org/resource/Clifford_Stoll 	"118075616"@de
http://de.dbpedia.org/resource/Siméon_Denis_Poisson 	"116261293"@de
http://de.dbpedia.org/resource/Ludwig_Adolf_Wilhelm_von_Lützow 	"117301965"@de
http://de.dbpedia.org/resource/Cyrano_de_Bergerac 	"118677586"@de
http://de.dbpedia.org/resource/Ninon_de_Lenclos 	"118727389"@de
http://de.dbpedia.org/resource/Saigon_(Rapper) 	"135370019"@de
http://de.dbpedia.org/resource/Simon_Wiesenthal 	"118632655"@de
http://de.dbpedia.org/resource/Chester_A._Arthur 	"118646001"@de
http://de.dbpedia.org/resource/Hans_Werner_Henze 	"118549383"@de
http://de.dbpedia.org/resource/George_Armstrong_Custer 	"118523082"@de
http://de.dbpedia.org/resource/Franz_Ulrich_Kinsky 	"123530822"@de
http://de.dbpedia.org/resource/Rutherford_B._Hayes 	"118773518"@de
http://de.dbpedia.org/resource/Benjamin_Harrison 	"11872049X"@de
http://de.dbpedia.org/resource/William_Howard_Taft 	"118801198"@de
http://de.dbpedia.org/resource/Hans_Pfitzner 	"118593625"@de
http://de.dbpedia.org/resource/Hans_Egon_Holthusen 	"118706675"@de
http://de.dbpedia.org/resource/Arthur_Cayley 	"116479531"@de
http://de.dbpedia.org/resource/Fritz_Zwicky 	"119129973"@de
http://de.dbpedia.org/resource/Oskar_Müller 	"132516195"@de
http://de.dbpedia.org/resource/Niels_Annen 	"137430094"@de
http://de.dbpedia.org/resource/Alexei_I._(Russland) 	"118501909"@de
http://de.dbpedia.org/resource/Eric_Burdon 	"118834754"@de
http://de.dbpedia.org/resource/John_Fogerty 	"121173887"@de
http://de.dbpedia.org/resource/Klaus_Uwe_Benneter 	"107345609"@de
http://de.dbpedia.org/resource/Friedrich_Christoph_Oetinger 	"118589520"@de
http://de.dbpedia.org/resource/Horst-Eberhard_Richter 	"118810340"@de
http://de.dbpedia.org/resource/Georg_der_Bärtige 	"118716921"@de
http://de.dbpedia.org/resource/Reinhard_Lakomy 	"121996468"@de
http://de.dbpedia.org/resource/Bono 	"118906321"@de
http://de.dbpedia.org/resource/Frank_Luck 	"132869950"@de
http://de.dbpedia.org/resource/Fjodor_I._(Russland) 	"119455935"@de
http://de.dbpedia.org/resource/Fjodor_III. 	"119529866"@de
http://de.dbpedia.org/resource/Nikolaus_Cisnerus 	"116517735"@de
http://de.dbpedia.org/resource/Honorius_I. 	"100946275"@de
http://de.dbpedia.org/resource/Heinrich_III._(Meißen) 	"118548220"@de
http://de.dbpedia.org/resource/Peter_Reulein 	"134947185"@de
http://de.dbpedia.org/resource/Michael_I._(Russland) 	"119098229"@de
http://de.dbpedia.org/resource/Ian_Anderson 	"134314654"@de
http://de.dbpedia.org/resource/Iwan_V._(Russland) 	"121892921"@de
http://de.dbpedia.org/resource/Charles_Gounod 	"118718312"@de
http://de.dbpedia.org/resource/Karl_IX._(Schweden) 	"119177315"@de
http://de.dbpedia.org/resource/Theoderich_I. 	"118756745"@de
http://de.dbpedia.org/resource/Karl_XV._(Schweden) 	"118958445"@de
http://de.dbpedia.org/resource/Herakleios 	"102421064"@de
http://de.dbpedia.org/resource/Oskar_I._(Schweden) 	"101840926"@de
http://de.dbpedia.org/resource/Anke_Engelke 	"128498676"@de
http://de.dbpedia.org/resource/Gustav_V._(Schweden) 	"118719548"@de
http://de.dbpedia.org/resource/Karl_XIV._Johann_(Schweden) 	"118560174"@de
http://de.dbpedia.org/resource/Gustav_VI._Adolf_(Schweden) 	"118719556"@de
http://de.dbpedia.org/resource/Friedrich_I._(Meißen) 	"118535706"@de
http://de.dbpedia.org/resource/Carl_XVI._Gustaf 	"119168014"@de
http://de.dbpedia.org/resource/Konrad_Beikircher 	"122840887"@de
http://de.dbpedia.org/resource/Paul_von_Hase 	"123433479"@de
http://de.dbpedia.org/resource/Hippolyte_Fizeau 	"117512214"@de
http://de.dbpedia.org/resource/Friedrich_der_Kleine 	"137510330"@de
http://de.dbpedia.org/resource/Raoul_Wallenberg 	"118628747"@de
http://de.dbpedia.org/resource/Paul_Breitner 	"118514911"@de
http://de.dbpedia.org/resource/Joachim_Angerer 	"12222938X"@de
http://de.dbpedia.org/resource/Karl_XIII._(Schweden) 	"129053791"@de
http://de.dbpedia.org/resource/Kevin_Connor 	"141270780"@de
http://de.dbpedia.org/resource/Nina_Hagen 	"11854473X"@de
http://de.dbpedia.org/resource/Josef_von_Nazaret 	"118558382"@de
http://de.dbpedia.org/resource/Otto_Landsberg 	"116681616"@de
http://de.dbpedia.org/resource/Hanau-Lamboy 	"1020713844"@de
http://de.dbpedia.org/resource/Paula_Wessely 	"118631756"@de
http://de.dbpedia.org/resource/Gustav_IV._Adolf_(Schweden) 	"122651634"@de
http://de.dbpedia.org/resource/Greg_Bear 	"122684524"@de
http://de.dbpedia.org/resource/Annibale_Bugnini 	"13380271X"@de
http://de.dbpedia.org/resource/Heinz_Küpper_(Schriftsteller) 	"122698436"@de
http://de.dbpedia.org/resource/Ejnar_Hertzsprung 	"118550098"@de
http://de.dbpedia.org/resource/Hermann_von_Helmholtz 	"11854893X"@de
http://de.dbpedia.org/resource/Johan_Ludvig_Runeberg 	"118791567"@de
http://de.dbpedia.org/resource/Waltraut_Haas 	"128987537"@de
http://de.dbpedia.org/resource/Emmanuel_Nunes 	"120891530"@de
http://de.dbpedia.org/resource/Zoltán_Kodály 	"118564145"@de
http://de.dbpedia.org/resource/Rolf_Riehm 	"119262533"@de
http://de.dbpedia.org/resource/Lili?uokalani 	"134912519"@de
http://de.dbpedia.org/resource/Otto_Nuschke 	"118589032"@de
http://de.dbpedia.org/resource/Cesare_Baronio 	"118506668"@de
http://de.dbpedia.org/resource/Herbert_Knoblich 	"111107008"@de
http://de.dbpedia.org/resource/Victoria_Claflin_Woodhull_Martin 	"119403382"@de
http://de.dbpedia.org/resource/Cesare_Musatti 	"119466112"@de
http://de.dbpedia.org/resource/Gaetano_Kanizsa 	"127143289"@de
http://de.dbpedia.org/resource/Werner_Egk 	"118529129"@de
http://de.dbpedia.org/resource/Joost_van_den_Vondel 	"118627848"@de
http://de.dbpedia.org/resource/Lina_Bo_Bardi 	"119254859"@de
http://de.dbpedia.org/resource/Grover_Cleveland 	"118669540"@de
http://de.dbpedia.org/resource/Hans_Oster 	"118590464"@de
http://de.dbpedia.org/resource/Frits_Bolkestein 	"120306433"@de
http://de.dbpedia.org/resource/Wilhelm_Maybach 	"118579517"@de
http://de.dbpedia.org/resource/Claudia_Schiffer 	"119234904"@de
http://de.dbpedia.org/resource/Gina_Ruck-Pauquèt 	"118750100"@de
http://de.dbpedia.org/resource/Peter_Porsch 	"122754913"@de
http://de.dbpedia.org/resource/Toni_Sailer 	"122363736"@de
http://de.dbpedia.org/resource/Ottorino_Respighi 	"118744593"@de
http://de.dbpedia.org/resource/Hermann_Gruson 	"116901888"@de
http://de.dbpedia.org/resource/Max_von_Pettenkofer 	"118593404"@de
http://de.dbpedia.org/resource/Arnold_van_Gennep 	"119252430"@de
http://de.dbpedia.org/resource/Leopold_von_Buch 	"116817569"@de
http://de.dbpedia.org/resource/Gregory_Benford 	"121630862"@de
http://de.dbpedia.org/resource/Franz_Schreker 	"118610740"@de
http://de.dbpedia.org/resource/Hamilkar_Barkas 	"118869329"@de
http://de.dbpedia.org/resource/Pascual_Jordan 	"117182826"@de
http://de.dbpedia.org/resource/Athanarich 	"138541604"@de
http://de.dbpedia.org/resource/Lothar_Bisky 	"119133342"@de
http://de.dbpedia.org/resource/Anatoli_Jewgenjewitsch_Karpow 	"118800604"@de
http://de.dbpedia.org/resource/Jakob_Ammann 	"135717728"@de
http://de.dbpedia.org/resource/Franz_Skarbina 	"11923873X"@de
http://de.dbpedia.org/resource/Diether_Dehm 	"118572016"@de
http://de.dbpedia.org/resource/Louis_Alfred_Becquerel 	"11758164X"@de
http://de.dbpedia.org/resource/Oskar_Sima 	"130872091"@de
http://de.dbpedia.org/resource/Hugo_von_Sankt_Viktor 	"118554611"@de
http://de.dbpedia.org/resource/André_Brie 	"119352389"@de
http://de.dbpedia.org/resource/Hermann_Rauschning 	"118749331"@de
http://de.dbpedia.org/resource/Christian_Bruhn 	"121872548"@de
http://de.dbpedia.org/resource/Barbara_McClintock 	"119046660"@de
http://de.dbpedia.org/resource/Bodo_Ramelow 	"131747428"@de
http://de.dbpedia.org/resource/Heinz_Keßler 	"119196719"@de
http://de.dbpedia.org/resource/Carl_von_Linde 	"11857311X"@de
http://de.dbpedia.org/resource/David_Byrne_(Politiker) 	"139861351"@de
http://de.dbpedia.org/resource/Jacques_Herbrand 	"118774018"@de
http://de.dbpedia.org/resource/Hans_Langsdorff 	"122936035"@de
http://de.dbpedia.org/resource/Katja_Kipping 	"137525443"@de
http://de.dbpedia.org/resource/Sönke_Wortmann 	"11953598X"@de
http://de.dbpedia.org/resource/Ansgar_(Erzbischof_von_Hamburg-Bremen) 	"118503286"@de
http://de.dbpedia.org/resource/Karl_Lamprecht 	"118569015"@de
http://de.dbpedia.org/resource/Steve_Marriott 	"128483873"@de
http://de.dbpedia.org/resource/George_Ellery_Hale 	"119178060"@de
http://de.dbpedia.org/resource/Friedrich_Imhoof-Blumer 	"117137332"@de
http://de.dbpedia.org/resource/Ludwig_Hartmann_(Komponist) 	"116498889"@de
http://de.dbpedia.org/resource/Charlotte_Brontë 	"118638009"@de
http://de.dbpedia.org/resource/Wenzel_II._(Böhmen) 	"100700233"@de
http://de.dbpedia.org/resource/Ludwig_Fischer_(Opernsänger) 	"131575864"@de
http://de.dbpedia.org/resource/Friedrich_von_Flotow 	"118691929"@de
http://de.dbpedia.org/resource/Niels_Wilhelm_Gade 	"119057077"@de
http://de.dbpedia.org/resource/Emil_Hartmann_(Komponist) 	"116491671"@de
http://de.dbpedia.org/resource/Johann_Peter_Emilius_Hartmann 	"119428512"@de
http://de.dbpedia.org/resource/André-Ernest-Modeste_Grétry 	"118542079"@de
http://de.dbpedia.org/resource/Alexandre_Guilmant 	"118848895"@de
http://de.dbpedia.org/resource/Karl_Maria_Kertbeny 	"119127431"@de
http://de.dbpedia.org/resource/Rüdiger_Schleicher 	"119486369"@de
http://de.dbpedia.org/resource/Ralph_Vaughan_Williams 	"118643118"@de
http://de.dbpedia.org/resource/Laurence_Olivier 	"118736299"@de
