 a 	c
http://de.dbpedia.org/resource/Rudolf_Mößbauer 	"121192334"@de
http://de.dbpedia.org/resource/John_Ritter 	"1011885298"@de
http://de.dbpedia.org/resource/Innozenz_I. 	"118775545"@de
http://de.dbpedia.org/resource/Anton_Dohrn 	"118526464"@de
http://de.dbpedia.org/resource/Anastasius_I. 	"100729851"@de
http://de.dbpedia.org/resource/Catherine_Breillat 	"122785010"@de
http://de.dbpedia.org/resource/Kasimir_IV._Jagiello 	"118990217"@de
http://de.dbpedia.org/resource/Heinrich_Ritter_(Philosoph) 	"116571721"@de
http://de.dbpedia.org/resource/Harry_Rowohlt 	"107828553"@de
http://de.dbpedia.org/resource/François-Dominique_Toussaint_L’Ouverture 	"118574612"@de
http://de.dbpedia.org/resource/Douglas_R._Hofstadter 	"119440636"@de
http://de.dbpedia.org/resource/Thích_Nh?t_H?nh 	"10775035X"@de
http://de.dbpedia.org/resource/Heinrich_II._(HRR) 	"118548255"@de
http://de.dbpedia.org/resource/T._C._Boyle 	"119520478"@de
http://de.dbpedia.org/resource/Konrad_II._(HRR) 	"118565079"@de
http://de.dbpedia.org/resource/Heinz_Sauer 	"134507746"@de
http://de.dbpedia.org/resource/Richard_Strauss 	"11861911X"@de
http://de.dbpedia.org/resource/Larry_Wall 	"138937079"@de
http://de.dbpedia.org/resource/Albrecht_II._(HRR) 	"118501615"@de
http://de.dbpedia.org/resource/Max_Imdahl 	"118811207"@de
http://de.dbpedia.org/resource/Zosimus_(Papst) 	"119222833"@de
http://de.dbpedia.org/resource/Charles_Hope_(Kunsthistoriker) 	"133492850"@de
http://de.dbpedia.org/resource/Nicholas_Penny 	"172304520"@de
http://de.dbpedia.org/resource/Tukaram 	"118624520"@de
http://de.dbpedia.org/resource/Werner_Busch 	"124554547"@de
http://de.dbpedia.org/resource/Rafael_Leónidas_Trujillo_Molina 	"118761021"@de
http://de.dbpedia.org/resource/Ernst_Gombrich 	"118540637"@de
http://de.dbpedia.org/resource/Jean_Giraud 	"119086123"@de
http://de.dbpedia.org/resource/Tad_Williams 	"120448726"@de
http://de.dbpedia.org/resource/Erich_von_Däniken 	"118523260"@de
http://de.dbpedia.org/resource/Theodosius_I. 	"118621742"@de
http://de.dbpedia.org/resource/Nagarjuna 	"118641263"@de
http://de.dbpedia.org/resource/Michael_Scotus 	"118733613"@de
http://de.dbpedia.org/resource/Robert_Schumann 	"118611666"@de
http://de.dbpedia.org/resource/William_Booth 	"118513419"@de
http://de.dbpedia.org/resource/Hendrik_Casimir 	"123622336"@de
http://de.dbpedia.org/resource/Paul_Johann_Anselm_von_Feuerbach 	"118532766"@de
http://de.dbpedia.org/resource/Theodore_Roosevelt 	"118749633"@de
http://de.dbpedia.org/resource/Philipp_Jacob_Spener 	"118616099"@de
http://de.dbpedia.org/resource/Rodney_Graham 	"11924778X"@de
http://de.dbpedia.org/resource/Joaquín_Balaguer 	"133715167"@de
http://de.dbpedia.org/resource/Catherine_Booth 	"118661701"@de
http://de.dbpedia.org/resource/Girolamo_Frescobaldi 	"118896229"@de
http://de.dbpedia.org/resource/Stephen_LaBerge 	"111395798"@de
http://de.dbpedia.org/resource/Paul_Tholey 	"120732637"@de
http://de.dbpedia.org/resource/Stephen_King 	"118813250"@de
http://de.dbpedia.org/resource/Alice_Schwarzer 	"118612077"@de
http://de.dbpedia.org/resource/Theodor_Storm 	"118618725"@de
http://de.dbpedia.org/resource/Oskar_Schindler 	"118755102"@de
http://de.dbpedia.org/resource/Charlotte_von_Stein 	"118617222"@de
http://de.dbpedia.org/resource/Sabine_Bergmann-Pohl 	"118994700"@de
http://de.dbpedia.org/resource/Kurt_Gscheidle 	"118543067"@de
http://de.dbpedia.org/resource/Anita_Augspurg 	"118651072"@de
http://de.dbpedia.org/resource/Samuel_L._Jackson 	"124198511"@de
http://de.dbpedia.org/resource/Johannes_Trithemius 	"118642960"@de
http://de.dbpedia.org/resource/Heinrich_III._(HRR) 	"118548263"@de
http://de.dbpedia.org/resource/Konrad_Bayer 	"118507753"@de
http://de.dbpedia.org/resource/Eric_Stoltz 	"14111617X"@de
http://de.dbpedia.org/resource/Christopher_Walken 	"122858034"@de
http://de.dbpedia.org/resource/John_Travolta 	"118623680"@de
http://de.dbpedia.org/resource/Jutta_Hipp 	"135241812"@de
http://de.dbpedia.org/resource/Harvey_Keitel 	"120568616"@de
http://de.dbpedia.org/resource/Marie_Goegg-Pouchoulin 	"119089408"@de
http://de.dbpedia.org/resource/Meta_von_Salis 	"118811932"@de
http://de.dbpedia.org/resource/Helene_von_Mülinen 	"117165999"@de
http://de.dbpedia.org/resource/Subh-i-Azal 	"1011233010"@de
http://de.dbpedia.org/resource/Thaksin_Shinawatra 	"13088202X"@de
http://de.dbpedia.org/resource/Baha’u’llah 	"118505920"@de
http://de.dbpedia.org/resource/Marlene_Dietrich 	"118525565"@de
http://de.dbpedia.org/resource/Marinus_van_der_Lubbe 	"118574663"@de
http://de.dbpedia.org/resource/Russell_Crowe 	"123343585"@de
http://de.dbpedia.org/resource/Ralph_Fiennes 	"122931300"@de
http://de.dbpedia.org/resource/Keanu_Reeves 	"119230453"@de
http://de.dbpedia.org/resource/Giambattista_Bodoni 	"118852787"@de
http://de.dbpedia.org/resource/Claude_Garamond 	"133238814"@de
http://de.dbpedia.org/resource/Boris_Vian 	"118626787"@de
http://de.dbpedia.org/resource/Olympe_de_Gouges 	"11854103X"@de
http://de.dbpedia.org/resource/Mario_Puzo 	"118743023"@de
http://de.dbpedia.org/resource/William_Sealy_Gosset 	"118984098"@de
http://de.dbpedia.org/resource/Rudi_Carrell 	"118519263"@de
http://de.dbpedia.org/resource/Sethos_I. 	"118613472"@de
http://de.dbpedia.org/resource/Scott_Adams_(Comiczeichner) 	"115584226"@de
http://de.dbpedia.org/resource/John_Baskerville 	"118657488"@de
http://de.dbpedia.org/resource/Jan_Tschichold 	"118624350"@de
http://de.dbpedia.org/resource/Hermann_Zapf 	"118772252"@de
http://de.dbpedia.org/resource/Adrian_Frutiger 	"118693891"@de
http://de.dbpedia.org/resource/Günter_Gerhard_Lange 	"119511150"@de
http://de.dbpedia.org/resource/Arnulf_I._(Bayern) 	"118504363"@de
http://de.dbpedia.org/resource/Anthony_Burgess 	"118638092"@de
http://de.dbpedia.org/resource/Angela_Bassett 	"132755149"@de
http://de.dbpedia.org/resource/Jean-Baptiste_de_Lamarck 	"118726048"@de
http://de.dbpedia.org/resource/Ernst_Mayr 	"116973080"@de
http://de.dbpedia.org/resource/Nicole_Kidman 	"124539971"@de
http://de.dbpedia.org/resource/Chlodio 	"137339836"@de
http://de.dbpedia.org/resource/Bonifatius_VI. 	"100938205"@de
http://de.dbpedia.org/resource/Friedrich_Schlegel 	"118607987"@de
http://de.dbpedia.org/resource/Gustav_Mahler 	"118576291"@de
http://de.dbpedia.org/resource/Katharina_von_Zimmern 	"121500020"@de
http://de.dbpedia.org/resource/Tom_Sizemore 	"129198684"@de
http://de.dbpedia.org/resource/Kathryn_Bigelow 	"121021831"@de
http://de.dbpedia.org/resource/Juliette_Lewis 	"129592528"@de
http://de.dbpedia.org/resource/Daidalos 	"118678531"@de
http://de.dbpedia.org/resource/Dagobert_I. 	"118523287"@de
http://de.dbpedia.org/resource/Chlothar_II. 	"102427224"@de
http://de.dbpedia.org/resource/Matt_Dillon 	"136025293"@de
http://de.dbpedia.org/resource/Fredegunde 	"136985033"@de
http://de.dbpedia.org/resource/Antoine_de_Saint-Exupéry 	"118604902"@de
http://de.dbpedia.org/resource/Merowech 	"138417989"@de
http://de.dbpedia.org/resource/Richard_Carpenter_(Autor) 	"129847321"@de
http://de.dbpedia.org/resource/Nikolai_von_Michalewsky 	"107613522"@de
http://de.dbpedia.org/resource/C._V._Raman 	"118787780"@de
http://de.dbpedia.org/resource/Katharina_von_Siena 	"11856059X"@de
http://de.dbpedia.org/resource/Patsy_Kensit 	"142013994"@de
http://de.dbpedia.org/resource/Bridget_Fonda 	"140593330"@de
http://de.dbpedia.org/resource/John_Turturro 	"135701600"@de
http://de.dbpedia.org/resource/Cameron_Diaz 	"123340713"@de
http://de.dbpedia.org/resource/Will_Smith 	"12100869X"@de
http://de.dbpedia.org/resource/Hans_Hansen_Palmus 	"105775584"@de
http://de.dbpedia.org/resource/Laurence_Fishburne 	"124709281"@de
http://de.dbpedia.org/resource/Martin_Behaim 	"118654829"@de
http://de.dbpedia.org/resource/John_Grisham 	"119521407"@de
http://de.dbpedia.org/resource/Johnny_Depp 	"119151537"@de
http://de.dbpedia.org/resource/George_Berkeley 	"118509616"@de
http://de.dbpedia.org/resource/Gregor_von_Tours 	"118697439"@de
http://de.dbpedia.org/resource/Robert_Ludlum 	"119171449"@de
http://de.dbpedia.org/resource/Jeff_Goldblum 	"138208964"@de
http://de.dbpedia.org/resource/Laura_Dern 	"129210730"@de
http://de.dbpedia.org/resource/Wilhelm_Ostwald 	"11859057X"@de
http://de.dbpedia.org/resource/Maria_Sibylla_Merian 	"118581082"@de
http://de.dbpedia.org/resource/Wilhelm_Hauff 	"118546864"@de
http://de.dbpedia.org/resource/Bonifatius_I. 	"100984738"@de
http://de.dbpedia.org/resource/Patrice_Lumumba 	"118575295"@de
http://de.dbpedia.org/resource/Whoopi_Goldberg 	"119167107"@de
http://de.dbpedia.org/resource/Gottlieb_Daimler 	"118523422"@de
http://de.dbpedia.org/resource/Masamune_Shirow 	"115134697"@de
http://de.dbpedia.org/resource/Günter_Pfitzmann 	"128645601"@de
http://de.dbpedia.org/resource/Aaron_Copland 	"118986481"@de
http://de.dbpedia.org/resource/Carl_Philipp_Emanuel_Bach 	"118505505"@de
http://de.dbpedia.org/resource/Ulrich_von_Hutten 	"118555049"@de
http://de.dbpedia.org/resource/Gary_Sinise 	"123240476"@de
http://de.dbpedia.org/resource/Ed_Harris 	"129543160"@de
http://de.dbpedia.org/resource/Paul_Rand 	"119357844"@de
http://de.dbpedia.org/resource/Alejandro_Toledo 	"141228067"@de
http://de.dbpedia.org/resource/Karl_Martell 	"118720910"@de
http://de.dbpedia.org/resource/Pippin_der_Mittlere 	"115612041"@de
http://de.dbpedia.org/resource/Fritz_Schumacher 	"118611585"@de
http://de.dbpedia.org/resource/Andrei_Nikolajewitsch_Tupolew 	"118624717"@de
http://de.dbpedia.org/resource/George_Clooney 	"120335824"@de
http://de.dbpedia.org/resource/Bernhard_Schlink 	"115673784"@de
http://de.dbpedia.org/resource/Jean-Baptiste_Biot 	"11618860X"@de
http://de.dbpedia.org/resource/Amelia_Earhart 	"119066343"@de
http://de.dbpedia.org/resource/Arundhati_Roy 	"115693424"@de
http://de.dbpedia.org/resource/Anne_Morrow_Lindbergh 	"118573098"@de
http://de.dbpedia.org/resource/Aung_San_Suu_Kyi 	"11904286X"@de
http://de.dbpedia.org/resource/Frédéric_Beigbeder 	"123008867"@de
http://de.dbpedia.org/resource/Jean-Bédel_Bokassa 	"118661159"@de
http://de.dbpedia.org/resource/Michel_Houellebecq 	"121383261"@de
http://de.dbpedia.org/resource/Magnus_Hirschfeld 	"118815237"@de
http://de.dbpedia.org/resource/Ruprecht_(HRR) 	"118750410"@de
http://de.dbpedia.org/resource/Jens_Otto_Krag 	"121452417"@de
http://de.dbpedia.org/resource/Lucius_Sergius_Catilina 	"118668811"@de
http://de.dbpedia.org/resource/Ashoka 	"118504703"@de
http://de.dbpedia.org/resource/Heinrich_V._(HRR) 	"11854828X"@de
http://de.dbpedia.org/resource/Manfred_von_Ardenne 	"11850388X"@de
http://de.dbpedia.org/resource/Karl_Heinrich_Ulrichs 	"11888980X"@de
http://de.dbpedia.org/resource/John_Cusack 	"131817841"@de
http://de.dbpedia.org/resource/Charly_Gaul 	"130128422"@de
http://de.dbpedia.org/resource/Hans_Moser 	"118584391"@de
http://de.dbpedia.org/resource/Bernd_Alois_Zimmermann 	"11863691X"@de
http://de.dbpedia.org/resource/Chiang_Kai-shek 	"11867580X"@de
http://de.dbpedia.org/resource/Birgitta_von_Schweden 	"118511262"@de
http://de.dbpedia.org/resource/Dogen 	"118526413"@de
http://de.dbpedia.org/resource/Nick_McDonell 	"124894496"@de
http://de.dbpedia.org/resource/Richard_Dawkins 	"120434059"@de
http://de.dbpedia.org/resource/James_De_Mille 	"119103257"@de
http://de.dbpedia.org/resource/Wilkie_Collins 	"118638432"@de
http://de.dbpedia.org/resource/Riccardo_Giacconi 	"128167173"@de
http://de.dbpedia.org/resource/Masatoshi_Koshiba 	"111583330"@de
http://de.dbpedia.org/resource/Johanna_Schopenhauer 	"118610473"@de
http://de.dbpedia.org/resource/Coelestin_I. 	"119222701"@de
http://de.dbpedia.org/resource/Klaus_Mann 	"118577158"@de
http://de.dbpedia.org/resource/Alexander_III._(Russland) 	"118647997"@de
http://de.dbpedia.org/resource/Alexander_Kluge 	"118563491"@de
http://de.dbpedia.org/resource/Salam_Pax 	"128435321"@de
http://de.dbpedia.org/resource/Adrien_Brody 	"129382248"@de
http://de.dbpedia.org/resource/Philipp_Lenard 	"118779397"@de
http://de.dbpedia.org/resource/Sean_Penn 	"129660833"@de
http://de.dbpedia.org/resource/Trofim_Denissowitsch_Lyssenko 	"118575597"@de
http://de.dbpedia.org/resource/Wolfgang_Ketterle 	"123361729"@de
http://de.dbpedia.org/resource/Herbert_Kroemer 	"133177459"@de
http://de.dbpedia.org/resource/Susan_Sarandon 	"123911524"@de
http://de.dbpedia.org/resource/Otto_Nicolai 	"118587684"@de
http://de.dbpedia.org/resource/Hendrik_Antoon_Lorentz 	"118780484"@de
http://de.dbpedia.org/resource/Antoine_César_Becquerel 	"116106875"@de
http://de.dbpedia.org/resource/Nikolaus_Lenau 	"118571508"@de
http://de.dbpedia.org/resource/Sebastian_Brant 	"118514474"@de
http://de.dbpedia.org/resource/Margaret_Mead 	"118579789"@de
http://de.dbpedia.org/resource/Antoine_Henri_Becquerel 	"119559633"@de
http://de.dbpedia.org/resource/Karl_Valentin 	"118625896"@de
http://de.dbpedia.org/resource/Ralph_Benatzky 	"118655272"@de
http://de.dbpedia.org/resource/Polyklet 	"112566081"@de
http://de.dbpedia.org/resource/Torch_(Rapper) 	"135232236"@de
http://de.dbpedia.org/resource/Praxiteles 	"118793241"@de
http://de.dbpedia.org/resource/Johann_Nestroy 	"118587080"@de
http://de.dbpedia.org/resource/Lukian_von_Samosata 	"118575228"@de
http://de.dbpedia.org/resource/Diodoros_Kronos 	"118672010"@de
http://de.dbpedia.org/resource/Hanns_Seidel 	"118612824"@de
http://de.dbpedia.org/resource/Ferdinand_Magellan 	"11864078X"@de
http://de.dbpedia.org/resource/Oleh_Blochin 	"123403022"@de
http://de.dbpedia.org/resource/Harald_Schmidt 	"11569675X"@de
http://de.dbpedia.org/resource/Béla_Bartók 	"118506900"@de
http://de.dbpedia.org/resource/Willibald_Alexis 	"118648071"@de
http://de.dbpedia.org/resource/Alfons_Goppel 	"118540777"@de
http://de.dbpedia.org/resource/Elsa_Schiaparelli 	"119452979"@de
http://de.dbpedia.org/resource/Luciano_Berio 	"118509594"@de
http://de.dbpedia.org/resource/Dixie_Dean 	"128506555"@de
http://de.dbpedia.org/resource/Kurt_Biedenkopf 	"118907956"@de
http://de.dbpedia.org/resource/Ilya_Prigogine 	"11883567X"@de
http://de.dbpedia.org/resource/Franz_Blücher 	"119507234"@de
http://de.dbpedia.org/resource/Walter_Scheel 	"118606751"@de
http://de.dbpedia.org/resource/Georg_(Bayern) 	"118690434"@de
http://de.dbpedia.org/resource/Samuel_Thomas_von_Soemmerring 	"118805193"@de
http://de.dbpedia.org/resource/Wilhelm_Hoegner 	"118551922"@de
http://de.dbpedia.org/resource/Hans_Ehard 	"118688154"@de
http://de.dbpedia.org/resource/Carl_Friedrich_Emil_von_Ibell 	"11709062X"@de
http://de.dbpedia.org/resource/Gabriel_Lippmann 	"117044873"@de
http://de.dbpedia.org/resource/Kurt_Georg_Kiesinger 	"118562053"@de
http://de.dbpedia.org/resource/Max_Streibl 	"118891235"@de
http://de.dbpedia.org/resource/Alfred_Müller-Armack 	"118585282"@de
http://de.dbpedia.org/resource/Gustav_Hertz 	"118703927"@de
http://de.dbpedia.org/resource/Oliver_Drechsel 	"122221303"@de
http://de.dbpedia.org/resource/Friedrich_Kiel 	"118561936"@de
http://de.dbpedia.org/resource/Christian_Heinrich_Rinck 	"116549165"@de
http://de.dbpedia.org/resource/George_Tabori 	"118620444"@de
http://de.dbpedia.org/resource/F._K._Waechter 	"118770551"@de
http://de.dbpedia.org/resource/Fritz_Rudolf_Fries 	"118880829"@de
http://de.dbpedia.org/resource/Eckhard_Henscheid 	"118927884"@de
http://de.dbpedia.org/resource/F._W._Bernstein 	"11876621X"@de
http://de.dbpedia.org/resource/Robert_Gernhardt 	"11884556X"@de
http://de.dbpedia.org/resource/Ludwig_IV._(HRR) 	"118574957"@de
http://de.dbpedia.org/resource/John_Wilkins 	"118771922"@de
http://de.dbpedia.org/resource/Fernando_Pessoa 	"118740113"@de
http://de.dbpedia.org/resource/Adolf_Menzel 	"116886129"@de
http://de.dbpedia.org/resource/François_Mitterrand 	"118582887"@de
http://de.dbpedia.org/resource/Heinrich_Barth 	"119076950"@de
http://de.dbpedia.org/resource/Martin_Opitz 	"118590111"@de
http://de.dbpedia.org/resource/Gustaf_Dalén 	"123913403"@de
http://de.dbpedia.org/resource/Wilhelm_Wien 	"118767844"@de
http://de.dbpedia.org/resource/Heike_Kamerlingh_Onnes 	"118987054"@de
http://de.dbpedia.org/resource/Albert_Abraham_Michelson 	"118783750"@de
http://de.dbpedia.org/resource/Óscar_Romero 	"118602438"@de
http://de.dbpedia.org/resource/Irene_von_Athen 	"124017177"@de
http://de.dbpedia.org/resource/Moritz_Thausing 	"117300322"@de
http://de.dbpedia.org/resource/Michael_Zeller 	"12183350X"@de
http://de.dbpedia.org/resource/Wolfgang_Fortner 	"118692283"@de
http://de.dbpedia.org/resource/Rabbi_Akiba 	"11900173X"@de
http://de.dbpedia.org/resource/Georg_Herwegh 	"118550128"@de
http://de.dbpedia.org/resource/Johann_(Schleswig-Holstein-Sonderburg) 	"121500373"@de
http://de.dbpedia.org/resource/Johannes_Diderik_van_der_Waals 	"119009846"@de
http://de.dbpedia.org/resource/William_Lawrence_Bragg 	"119560275"@de
http://de.dbpedia.org/resource/Charles_Glover_Barkla 	"117563994"@de
http://de.dbpedia.org/resource/William_Henry_Bragg 	"118659766"@de
http://de.dbpedia.org/resource/Johannes_Stark 	"118798499"@de
http://de.dbpedia.org/resource/Lothar_III._(HRR) 	"118574515"@de
http://de.dbpedia.org/resource/Robert_Andrews_Millikan 	"118784048"@de
http://de.dbpedia.org/resource/Jürg_Baur 	"118654012"@de
http://de.dbpedia.org/resource/Ian_Fleming 	"118691724"@de
http://de.dbpedia.org/resource/Jean-Baptiste_Perrin 	"118790412"@de
http://de.dbpedia.org/resource/Joseph_von_Eichendorff 	"118529390"@de
http://de.dbpedia.org/resource/Arthur_Holly_Compton 	"118676695"@de
http://de.dbpedia.org/resource/Paul_Heyse 	"118550772"@de
http://de.dbpedia.org/resource/Ken_Saro-Wiwa 	"119147548"@de
http://de.dbpedia.org/resource/Adam_Mickiewicz 	"11873377X"@de
http://de.dbpedia.org/resource/James_Chadwick 	"119510294"@de
http://de.dbpedia.org/resource/Victor_Franz_Hess 	"118704095"@de
http://de.dbpedia.org/resource/Paul_Guldin 	"128409029"@de
http://de.dbpedia.org/resource/Herbert_Grönemeyer 	"119100517"@de
http://de.dbpedia.org/resource/Karl-Heinz_Lauterjung 	"125076592"@de
http://de.dbpedia.org/resource/François_Arago 	"118847767"@de
http://de.dbpedia.org/resource/Vittoria_Colonna 	"118669818"@de
http://de.dbpedia.org/resource/James_Franck 	"118534653"@de
http://de.dbpedia.org/resource/Francesco_Petrarca 	"118593234"@de
http://de.dbpedia.org/resource/Andreas_Gryphius 	"118543032"@de
http://de.dbpedia.org/resource/Charles_Thomson_Rees_Wilson 	"11758116X"@de
http://de.dbpedia.org/resource/Emil_Aarestrup 	"118643533"@de
http://de.dbpedia.org/resource/Owen_Willans_Richardson 	"127842799"@de
http://de.dbpedia.org/resource/Paul_Dirac 	"118679775"@de
http://de.dbpedia.org/resource/Carl_David_Anderson 	"173476236"@de
http://de.dbpedia.org/resource/Carl_Gustav_Jacob_Jacobi 	"118775766"@de
http://de.dbpedia.org/resource/Max_Goldt 	"120267756"@de
http://de.dbpedia.org/resource/Johann_Christian_Kittel 	"118811266"@de
http://de.dbpedia.org/resource/Georg_Elser 	"118530046"@de
http://de.dbpedia.org/resource/Allen_Ginsberg 	"11853940X"@de
http://de.dbpedia.org/resource/Guy_de_Maupassant 	"118579207"@de
http://de.dbpedia.org/resource/Margaret_Atwood 	"118646168"@de
http://de.dbpedia.org/resource/Ludwig_Anzengruber 	"11850357X"@de
http://de.dbpedia.org/resource/Carlos_Castaneda 	"118519530"@de
http://de.dbpedia.org/resource/Otto_Stern_(Physiker) 	"119320665"@de
http://de.dbpedia.org/resource/François_Rabelais 	"118597450"@de
http://de.dbpedia.org/resource/Albert_Hofmann 	"119138034"@de
http://de.dbpedia.org/resource/Conlon_Nancarrow 	"118907395"@de
http://de.dbpedia.org/resource/John_Cockcroft 	"106509640"@de
http://de.dbpedia.org/resource/William_S._Burroughs 	"118517805"@de
http://de.dbpedia.org/resource/Frits_Zernike 	"127835202"@de
http://de.dbpedia.org/resource/Frank_Zappa 	"118636200"@de
http://de.dbpedia.org/resource/Boris_Becker 	"118813501"@de
http://de.dbpedia.org/resource/Walther_Bothe 	"119335956"@de
http://de.dbpedia.org/resource/Josef_Weisz 	"118630628"@de
http://de.dbpedia.org/resource/George_Paget_Thomson 	"118802062"@de
http://de.dbpedia.org/resource/Ernest_Lawrence 	"118726846"@de
http://de.dbpedia.org/resource/Isidor_Isaac_Rabi 	"129881465"@de
http://de.dbpedia.org/resource/Edward_Victor_Appleton 	"118645498"@de
http://de.dbpedia.org/resource/Patrick_Maynard_Stuart_Blackett 	"122703642"@de
http://de.dbpedia.org/resource/Yukawa_Hideki 	"118813188"@de
http://de.dbpedia.org/resource/Felix_Bloch_(Physiker) 	"119001438"@de
http://de.dbpedia.org/resource/Edward_Mills_Purcell 	"140990437"@de
http://de.dbpedia.org/resource/Willis_E._Lamb 	"11877851X"@de
http://de.dbpedia.org/resource/Polykarp_Kusch 	"140323600"@de
http://de.dbpedia.org/resource/Pjotr_Arkadjewitsch_Stolypin 	"118618636"@de
http://de.dbpedia.org/resource/William_B._Shockley 	"120275147"@de
http://de.dbpedia.org/resource/Walter_H._Brattain 	"12027518X"@de
http://de.dbpedia.org/resource/Jacques_Necker 	"11878580X"@de
http://de.dbpedia.org/resource/Chen_Ning_Yang 	"133780120"@de
http://de.dbpedia.org/resource/Tsung-Dao_Lee 	"128146281"@de
http://de.dbpedia.org/resource/Ilja_Michailowitsch_Frank 	"130651648"@de
http://de.dbpedia.org/resource/Igor_Jewgenjewitsch_Tamm 	"119021102"@de
http://de.dbpedia.org/resource/Emilio_Segrè 	"119166917"@de
http://de.dbpedia.org/resource/Lew_Dawidowitsch_Landau 	"118569066"@de
http://de.dbpedia.org/resource/Maria_Goeppert-Mayer 	"119155680"@de
http://de.dbpedia.org/resource/J._Hans_D._Jensen 	"12311246X"@de
http://de.dbpedia.org/resource/Charles_H._Townes 	"119451182"@de
http://de.dbpedia.org/resource/Alexander_Michailowitsch_Prochorow 	"118875671"@de
http://de.dbpedia.org/resource/Adolf_Fick 	"118800000"@de
http://de.dbpedia.org/resource/George_Green 	"11913246X"@de
http://de.dbpedia.org/resource/Linus_(Bischof) 	"118780107"@de
http://de.dbpedia.org/resource/Hans_Albers 	"118501402"@de
http://de.dbpedia.org/resource/Assata_Shakur 	"118935216"@de
http://de.dbpedia.org/resource/Ludwig_II._(Böhmen_und_Ungarn) 	"119392895"@de
http://de.dbpedia.org/resource/Iain_M._Banks 	"115715983"@de
http://de.dbpedia.org/resource/Ka'b_ibn_Zuhair 	"118558994"@de
http://de.dbpedia.org/resource/Christian_IX. 	"119071126"@de
http://de.dbpedia.org/resource/Symmachus_(Papst) 	"100961606"@de
http://de.dbpedia.org/resource/Joe_Pass 	"134480732"@de
http://de.dbpedia.org/resource/Alfred_Kastler 	"118776878"@de
http://de.dbpedia.org/resource/Karl_Wilhelm_Ferdinand_Solger 	"118748785"@de
http://de.dbpedia.org/resource/Barthold_Heinrich_Brockes 	"118515586"@de
http://de.dbpedia.org/resource/François_Blanc 	"133575861"@de
http://de.dbpedia.org/resource/Archibald_Menzies 	"119476363"@de
http://de.dbpedia.org/resource/Julian_Seymour_Schwinger 	"119206250"@de
http://de.dbpedia.org/resource/Shin’ichiro_Tomonaga 	"118814915"@de
http://de.dbpedia.org/resource/Brigitte_Kronauer 	"119000016"@de
http://de.dbpedia.org/resource/Robert_Boyle 	"118659642"@de
http://de.dbpedia.org/resource/Johann_Rudolph_Glauber 	"118695304"@de
http://de.dbpedia.org/resource/Jakob_Fugger 	"118694022"@de
http://de.dbpedia.org/resource/Johannes_Buridan 	"118818864"@de
http://de.dbpedia.org/resource/Bobby_Charlton 	"137407289"@de
http://de.dbpedia.org/resource/Ernst_Kreuder 	"11871595X"@de
http://de.dbpedia.org/resource/Mauritius_(Heiliger) 	"118579274"@de
http://de.dbpedia.org/resource/Solon 	"118615394"@de
http://de.dbpedia.org/resource/Helena_(Mutter_Konstantins_des_Großen) 	"118710117"@de
http://de.dbpedia.org/resource/Rudolf_Hell 	"118773836"@de
http://de.dbpedia.org/resource/Francisco_Franco 	"11853470X"@de
http://de.dbpedia.org/resource/Arthur_Auwers 	"116388765"@de
http://de.dbpedia.org/resource/René_Leibowitz 	"119276941"@de
http://de.dbpedia.org/resource/Rudolf_Paul 	"124748473"@de
http://de.dbpedia.org/resource/Michel_Friedman 	"119288060"@de
http://de.dbpedia.org/resource/Hermann_Scherchen 	"118754653"@de
http://de.dbpedia.org/resource/Günter_Ohnemus 	"117112259"@de
http://de.dbpedia.org/resource/Betty_Paoli 	"10692981X"@de
http://de.dbpedia.org/resource/Olaf_Ludwig 	"122147758"@de
http://de.dbpedia.org/resource/Jack_McDevitt 	"13013015X"@de
http://de.dbpedia.org/resource/Thietmar_von_Merseburg 	"118757083"@de
http://de.dbpedia.org/resource/Ian_McDonald_(Autor) 	"128354607"@de
http://de.dbpedia.org/resource/Valentinian_I. 	"118803743"@de
http://de.dbpedia.org/resource/Christoph_Daum 	"122574273"@de
http://de.dbpedia.org/resource/Michail_Wladimirowitsch_Alpatow 	"119460564"@de
http://de.dbpedia.org/resource/Gregory_Peck 	"118592351"@de
http://de.dbpedia.org/resource/Virgil_von_Salzburg 	"118804723"@de
http://de.dbpedia.org/resource/Brendan_der_Reisende 	"118673785"@de
http://de.dbpedia.org/resource/Wolfgang_Mischnick 	"118582739"@de
http://de.dbpedia.org/resource/Erik_der_Rote 	"118999508"@de
http://de.dbpedia.org/resource/Erhard_Schwandt 	"136966128"@de
http://de.dbpedia.org/resource/Ludwig_Boltzmann 	"118513109"@de
http://de.dbpedia.org/resource/Rolf_Henrich 	"128474084"@de
http://de.dbpedia.org/resource/Fritz_G._Houtermans 	"117014257"@de
http://de.dbpedia.org/resource/Clair_Cameron_Patterson 	"121321088"@de
http://de.dbpedia.org/resource/Jean-Philippe_Toussaint 	"119512866"@de
http://de.dbpedia.org/resource/Comte_de_Lautréamont 	"118570250"@de
http://de.dbpedia.org/resource/Albrecht_III._(Bayern) 	"119111349"@de
http://de.dbpedia.org/resource/Luis_Walter_Alvarez 	"132172100"@de
http://de.dbpedia.org/resource/Murray_Gell-Mann 	"119560437"@de
http://de.dbpedia.org/resource/Hannes_Alfvén 	"117761109"@de
http://de.dbpedia.org/resource/Louis_Néel 	"119025914"@de
